website_url,has_bad_form,asks_username_email,asks_password,asks_phone,asks_birthday,asks_card_info,asks_ssn,has_bad_action,nil_anchors,result
https://cloudflare-ipfs.com/ipfs/bafkreiacz7tii7cdtpuu4o42n4rj2aqfzdumlzo2rerzci5qmdawiofgva,False,False,False,False,False,False,False,False,0,True
https://uspsttouu.com/go/TrackConfirmAction,False,False,False,False,False,False,False,False,0,True
https://cloudflare-ipfs.com/ipfs/bafybeibneziprqcu3vzgs7wi32idowj4kwocq37ryue4abn2vkitcn5s54,False,False,False,False,False,False,False,False,0,True
https://cloudflare-ipfs.com/ipfs/bafkreid6vq5cbdqqiphwyrwuj6z6rvz7e3ete5a7useudjupqqn5irbs5u,False,False,False,False,False,False,False,False,0,True
https://4lsdfdsa8hb.xyz/,False,False,False,False,False,False,False,True,0.01098901098901099,True
http://uhaul.com.tr,False,False,False,False,False,False,False,True,0.08333333333333333,True
https://cloudflare-ipfs.com/ipfs/bafybeibqfrovt7q5w3lbiz64nwxqdfs32m56xoeuaoarkbqn2g65bxaugi,True,True,True,False,False,False,False,True,0,True
https://www.flowcode.com/page/mailersysupdate1,False,False,False,False,False,False,False,False,0.0,True
https://bafybeibig7vmruppemc72mztvq4yhdrujcdtiaoxsm6fhwsiscuuygq2fi.ipfs.cf-ipfs.com/,False,False,False,False,False,False,False,False,0,True
https://ipfs.eth.aragon.network/ipfs/bafybeiaspi7hvqixv6hohpytclccekq55bilc3o27fsiw2tahipl7yq2cq,False,False,False,False,False,False,False,False,0,True
https://ipfs.eth.aragon.network/ipfs/bafkreicbz3p5z6gt7kkt537xdmhkup3yy4sxv6e2p7djebdp2t4yrcaydi,True,True,True,False,False,False,False,True,1.0,True
https://redocs-heart-0a6b.cacyiklrln.workers.dev/2703a263-7eb1-4338-a919-d226d64612c3,False,False,False,False,False,False,False,False,0,True
https://jcbcardn.tokyo/,True,True,True,False,False,False,False,True,0.0,True
https://cloudflare-ipfs.com/ipfs/bafybeidkvbylp3ed43czzt6d76hercyxqr7nqvpicuxi22k7iyaff5urha,False,False,False,False,False,False,False,False,0,True
https://allegrolokalnie.zakupw-sieci.pl/oferta/vorwerk-thermomix-tm6-bialy-uzywany?id=319633694,False,False,False,False,False,False,False,True,0.0,True
https://derver.pages.dev/,True,True,True,False,False,False,False,True,0.057692307692307696,True
https://redictingymaile.firebaseapp.com/,False,False,False,False,False,False,False,False,0,True
https://docs.google.com/document/d/1nl0wJ8nEEJJmJ99qp7LP706w0O2TfmW1LEMBqUYPz48/edit?disco=AAAA8VwqBpc&amp;usp=comment_email_discussion&amp;ts=653ff3ca&amp;usp_dm=false,False,False,False,False,False,False,False,False,0.25,True
https://onestopmktg.com/1/,False,False,False,False,False,False,False,False,0,True
https://ipfs.eth.aragon.network/ipfs/bafybeig7mwgg7krs4l4lm55dn6vfnzelchv37zfcsbncvbs53r2tejrmim/,False,False,False,False,False,False,False,False,0,True
https://bafybeiaejdz6bqe5ewgybshuwrfyfvi2l2iqn7fjuwwy636wezcrgu7ipu.ipfs.cf-ipfs.com/,False,False,False,False,False,False,False,False,0,True
https://reappeal-case-548090bn.surge.sh/,False,False,False,False,False,False,False,False,0,True
https://f0ae8cfb77d4.godaddysites.com/,False,False,False,False,False,False,False,True,0.5,True
https://gateway.ipfs.io/ipfs/bafkreid23leun4522nfk6udpxus433wicmqoov5imigdcnmzqoj7zg5mbe,False,False,False,False,False,False,False,False,0,True
https://dust-sharp-art.glitch.me/,False,False,False,False,False,False,False,False,1.0,True
https://bafybeidpul6667gjecqtsed52k7njbhwr5oz4hfhgxirbyhyc7shihy65y.ipfs.nftstorage.link,False,False,False,False,False,False,False,False,0,True
http://www.canigiadmin.com/authorize.php,True,True,True,False,False,False,False,True,0.7777777777777778,True
https://bafybeigavlvzkljh4ep6ki4qitbb6d6ynjslb7hkgfxorve7xz7vdxtr2i.ipfs.nftstorage.link/90Dmy7yvWX.html,False,False,False,False,False,False,False,False,0,True
https://my-bt-business-1a2dd5.webflow.io/,True,True,True,False,False,False,False,True,0,True
https://kunals.com/tool/ozu///,False,False,False,False,False,False,False,False,0.0,True
http://conrad-kitchens.com/authorize.php?PxXBffRZl6MahORX6hrCvaTYbYZREBIVAGbzetk2RDvUESW0GJ4MaLUcymS7ZbgIkL5GXWHF1C5LpJsoeh3QLY8shFIvEFgzMTVkwIf0NxjV3hVUfRx43v10pBSC2cwwb3zijypJth5yhiJmzLwk8yXtjO16vz09ZgbuCPxxlvnjmRc4UIe3PGFkCudyHGTz8Z0BExm3EWxe7i97Cq5XoQ03jnG4GDHzGcTcshLLUficqLAP2PMXxZxCscmJx23f,True,True,True,False,False,False,False,True,0.7777777777777778,True
https://mytracklink.onelink.me/KUQI/a3jo0fk7/,False,False,False,False,False,False,False,False,0.014084507042253521,True
https://rough-bonus-3cda.charles-ourtime.workers.dev/,False,False,False,False,False,False,False,False,0,True
https://cloud-rise-66b4.jeilkaicunrd.workers.dev/718cb97e-1191-4175-8249-895ed3bbf6cd,False,False,False,False,False,False,False,False,0,True
https://googleads.g.doubleclick.net/dbm/clk?sa=L&amp;ai=CJTNvpBxVZNyrIvWT3LUPvPWL2ASj08KobbiBgNmMEf_Ror3AARABIImm7ydg6YKAgOgNoAHg1PK3A8gBCakCuEm_tTNnsj6oAwGqBO0BT9BUWuhrG2YKJfUcXRU1N8GBoK62gi-JlX4Y6cbmZHvsfm5ovbQz6JuwgBm16Z36xtT_LM17J0e5gRessIxB0GBawTAS_JDS70ynE_O0NG8uNteeIm9BE5zj6W_JFbn4QwyRvlywKOvusbgcubt5-lV-uWlsgymtF66miGnGRD2S1Fb6prj9w7En7ka1LSLQgBFrrCW_dwzMSrtpO91O0TCJp9s9I7XNEgpZtzvF7Q8CdKmD9seyj6Ehvha7aFW7QeXuAGpkZbsHFJOCDZz9IrqZAMPLtDT7mCampcotpZlG36y4hGFZgTcDOszdwAT15YOGigTgBAOQBgGgBk2AB4irjUioB47OG6gHk9gbqAfulrECqAf-nrECqAeko7ECqAfVyRuoB6a-G6gHmgaoB_PRG6gHltgbqAeqm7ECqAeDrbECqAf_nrECqAffn7EC2AcA0ggUCIBhEAEYHTICigI6AoBASL39wTqACgOYCwHICwGADAGwE-7OkhPYEw3YFAHQFQH4FgGAFwGyFywSKhIoCIfor-_ju_KSQRIWU0lNVUxBVEVEX0RPTUFJTl9QVUIxUBgBIANIJQ&amp;ae=1&amp;num=1&amp;cid=CAQSKQBygQiD20YKjZ6FKzUTKwq20WCohzg9myTbIVeKBLS_sIgsE78BFKoWGAE&amp;sig=AOD64_34MJpvkYjeHfK0KsI1aLzpjWLD3w&amp;client=ca-pub-5786243031610172&amp;dbm_c=AKAmf-AB9M9c-FBQEHky4PlwUPJC_Lt0VHPhor-Ecyk7txMLQVLOHZfO5AOal-luHDZHU9m2K2fuhG7B6JZIVlkO8a6X-ZmnIqlH_0NqCKsepD8xAHlRVdx2UlPe-wKzxq0tbg3uCYop4zpwZafQNXqIHdOeM7QxClS-6hPI6Ily46pEVQS38C8&amp;cry=1&amp;dbm_d=AKAmf-AIC2mIr368XxAlWUVsdBF_7iYfzflSLipZEiez4_TNqPIswV1guNd_Gm10zZ2kGX8mpe3AFYNF0kCz9EvG15nkHWeilhFn1HMkHSz4gal28TPrLDEBhl1So3Lbd-QiMM03KRarr0ucCize-h5sNZZLT3Z1K97j_miPfl6QZxqDGsDMLpzM-i4K6qjMkbbAJpPaXqVKmdQy01ppIT4g3HOhvMCzP6Ka4Tr7jz6SaSAoryTgYYmmwvSnKOoL7-hiBUSzdRsYrPDuEdY_GFZe1DWP8SZxihN1de3iVIY04Sdo3BlFnPcajv4pZ35U5BTQqCD_8tZAzssEDGMxVVPu73QQ9H9di-1_5kHTbB8i9y8livzynQOQUwVYfBjjy2MMLM3PdlHlWjFp7_mZBnVHB8UwhiALGmbn9SaMCWfTKfoIgxgUavc8q0dLbEkcORJh-aCLri6UfUvzcllUZXuyhfPqPqhGbi0tHyNJLv1LYkkSTDiB-Ax-cfk-zkNFc1FE8C1h1Z7z4u5pzeQRpuwUfXqkIuH20A&amp;adurl=https%3A%2F%2Flihi.cc%2FxJWqG%3Fbn%3D59518330%3Badfibeg%3D0%3Bcdata%3DayC9b5hvZ1AIeDMCPaGhV-auuVGEQp-EoEYTic29rYt60NIpauA3DBGThkn1BGSWsZbYGFZvI2x2uYQM2OjOe8HzWJ8iG5IJUAdX0oh8gbYJDwKV3Zer3KOqHP0Hw-58iEuqLeHpWrTS8jGNOER09GiyhGW51cr50%3BCREFURL%3Dhttps%253A%252F%252Fmail.yahoo.com%253BC%253D1?=71198524,False,False,False,False,False,False,False,False,0,True
https://bafybeihoelvmm6y7scr3b3yuenwu4vrzsildy22klzjanwppbukkl4cybq.ipfs.cf-ipfs.com,False,False,False,False,False,False,False,False,0,True
https://sp932883.sitebeat.crazydomains.com/,False,False,False,False,False,False,False,False,0.0,True
https://instagram-login-page.shiroi.repl.co/,True,True,True,False,False,False,False,True,0.14285714285714285,True
https://bafkreif5bselpdwjvc4vq2u5qazzqg4u3jnodi4o44wcqyt74b7dz5lw7e.ipfs.nftstorage.link,False,False,False,False,False,False,False,False,0,True
https://bafkreihqbyvvq5p64tmd4ywcbjdlszpb3pp64tw675fsu36x2v7nzzwsbu.ipfs.cf-ipfs.com,True,True,True,False,False,False,False,True,0,True
https://cloud-share-d646.iiflsaippnneo.workers.dev/,False,False,False,False,False,False,False,False,0,True
https://devops.estrasol.info/Anmeldung/Loginfirst.php,True,False,True,False,False,False,False,True,1.0,True
https://ipfs.eth.aragon.network/ipfs/bafkreif5bselpdwjvc4vq2u5qazzqg4u3jnodi4o44wcqyt74b7dz5lw7e,False,False,False,False,False,False,False,False,0,True
https://cloudflare-ipfs.com/ipfs/bafkreibre4pwizu3d73y7at37ewy6nhklfhb4mb75tp256ot67qeezmf7u,False,False,False,False,False,False,False,False,0,True
https://docs.google.com/presentation/d/e/2PACX-1vR_hOkLaZjfhIWCJhaCX_ONb7-3zEwmC0_9v7YH66i9-mYhhPTW624pxKWxOKlxmj49-jtH_TA1Vxeg/pub?start=false&amp;loop=false&amp;delayms=3000&amp;slide=id.p,False,False,False,False,False,False,False,False,0,True
https://networkplatform.pages.dev/,True,True,True,False,False,False,False,True,0.0,True
https://cloudflare-ipfs.com/ipfs/bafybeigrln373idg5k3qbagfdcvg7epwqxi32hm3pesgzidfnwtfkg6h6m/updatdse.html,True,True,True,False,False,False,False,True,0,True
https://docs.google.com/presentation/d/e/2PACX-1vRPRnvnb2OdwrdgUv19n3PCeGJI9Q7aJo2vdtRQATtmFgeN2Q9wggE_Q4LOTXJzOE5AnrkE6gA7iBCS/pub?start=false&amp;loop=false&amp;delayms=3000,False,False,False,False,False,False,False,False,0,True
https://bafybeibb5vngfc7lubfjftzt6ji5uybswheq2qoewinnzvh4z722xcdyfe.ipfs.dweb.link/,True,True,True,False,False,False,False,True,0.2,True
https://hidfjdfjkdfkjfdjk.weebly.com/,False,False,False,False,False,False,False,False,0.14285714285714285,True
https://ipfs.eth.aragon.network/ipfs/bafybeia2mbwuawa2p2t4enjauvgl34i5zqmdtf35doasf6bqbh4s22qkt4/dealsdelegated.html,False,False,False,False,False,False,False,False,0,True
https://pub-82a9c84b8c4045249e54c17b19092d58.r2.dev/excel.html,False,False,False,False,False,False,False,False,0,True
https://planen.neue.lieferung.20-208-140-87.cprapid.com/dpd/update.php,False,False,False,False,False,False,False,True,0.975,True
https://servicepages-locked.start.page/,False,False,False,False,False,False,False,False,0.2222222222222222,True
https://leon.23leondo.repl.co/,False,False,False,False,False,False,False,False,1.0,True
https://assisorys.web.app/,False,False,False,False,False,False,False,False,0.0,True
https://ingresoahora.solosegurolisto.repl.co,False,False,False,False,False,False,False,False,0,True
https://cf-ipfs.com/ipfs/QmTZ6sxoKZBJbkzGPRNF9uc2dazViwH7NUM715EQuPtesc,True,True,True,False,False,False,False,True,0,True
https://keepo.io/attloging,False,False,False,False,False,False,False,False,0.0,True
https://online-payee-removal.firebaseapp.com/,False,False,False,False,False,False,False,False,0,True
https://lawbook-1322273052.cos.na-siliconvalley.myqcloud.com/lawbook.html,False,False,False,False,False,False,False,False,0,True
https://debixxkundel.sviluppo.host/cgi-bin/dan/info/baa/ka/,False,False,False,False,False,False,False,False,0.25,True
https://gateway.ipfs.io/ipfs/bafkreihjo74t3kzpluvsnwt36mefhl55k2gwz6oivfkexfh65f6pulq5cy,False,False,False,False,False,False,False,False,0,True
https://www.flowcode.com/page/voicenoterecord1,False,False,False,False,False,False,False,False,0.030303030303030304,True
https://usps.com.shpackege.top/,False,False,False,False,False,False,False,False,0,True
http://www.xercomedia.net/Webmail/46/Webmail/webmail.php,True,True,True,False,False,False,False,True,0.057692307692307696,True
https://usps.uposteos.top/,False,False,False,False,False,False,False,False,0,True
https://should-do-it-now3545438.io.vn/,True,True,True,True,False,False,False,True,0.06666666666666667,True
https://bafybeib6sauihlekxv3b2tqncdzbwbmpfrdec5hnc5pym6upmjupxfyrai.ipfs.cf-ipfs.com,True,True,True,False,False,False,False,True,0,True
https://cloudflare-ipfs.com/ipfs/bafybeibwqwf3bjcjqw2bbyu6bfrt6xrd4k3jklmrsdji5lnocygybk2csq,False,False,False,False,False,False,False,False,0,True
https://new.express.adobe.com/webpage/kW7pKDBRiZA2r,False,False,False,False,False,False,False,False,0,True
https://postalservice-address.shop/,False,False,False,False,False,False,False,False,0,True
https://foothillssurgerycenter.us-sea-1.linodeobjects.com/index.html,False,False,False,False,False,False,False,False,0,True
https://4xgdgb5w.xyz/,False,False,False,False,False,False,False,False,0,True
http://www.xercomedia.net/Webmail/11/Webmail/webmail.php,True,True,True,False,False,False,False,True,0.057692307692307696,True
https://laserowakorekcjawzroku.bialystok.pl/readme/usps/verification/,True,False,False,True,False,False,False,True,0.0,True
https://postalservice-cut.shop/,False,False,False,False,False,False,False,True,0.03070175438596491,True
https://rkdjdffsssds.weebly.com/,True,True,False,False,False,False,False,False,0.16666666666666666,True
https://feather-c23c.joaquin1067.workers.dev/c70afd68-67c7-4343-9399-870ccd233595,False,False,False,False,False,False,False,False,0,True
https://infomation.us-east-1.linodeobjects.com/fresh.html,False,False,False,False,False,False,False,False,0,True
http://jlsav.gptsevilla.es/,False,False,False,False,False,False,False,False,0,True
https://appeal-recover-5894.surge.sh/,False,False,False,False,False,False,False,False,0,True
https://att-102985.weeblysite.com/,False,False,False,False,False,False,False,False,0,True
https://japan-support.pages.net.br/hdr,False,False,False,False,False,False,False,True,0.0,True
https://sites.google.com/view/suraenliinea/inicio,True,True,True,False,False,False,False,True,0.0,True
https://ipfs.eth.aragon.network/ipfs/bafybeidpul6667gjecqtsed52k7njbhwr5oz4hfhgxirbyhyc7shihy65y/,False,False,False,False,False,False,False,False,0,True
https://microsoft-106368.weeblysite.com/,False,False,False,False,False,False,False,False,0,True
https://cmamasha.onelink.me/79VA/mqk6el69/,False,False,False,False,False,False,False,False,0.016,True
https://round-lab-0758.nynleefa.workers.dev/3c995e78-29cf-417a-866d-74e919f2dba3,False,False,False,False,False,False,False,False,0,True
https://mkmorse1.wixsite.com/my-site,True,True,False,False,False,False,False,True,0.0,True
https://cloudflare-ipfs.com/ipfs/bafybeid2w7fdxeseeeitbmgw7b7xuqpqe7skfhu36s2yaiouitxa677ulm/CHAMELEON.html,True,True,True,False,False,False,False,True,0,True
https://alertesorange02.wixsite.com/alerteorange,True,True,False,False,False,False,False,True,0.0,True
https://nftstorage.link/ipfs/QmQdV9CESuHjYyiqfq9FNEcPg2ecoWss3NKVoersmx2kQF/dkagaux3.html,True,True,True,False,False,False,False,True,0,True
https://files-3ecd.shared-fileees.workers.dev/,False,False,False,False,False,False,False,False,0,True
https://07cibersegur1dad.online/,False,False,False,False,False,False,False,False,0.0,True
https://meta-restrictions-case-56956349.start.page/,False,False,False,False,False,False,False,False,0.2222222222222222,True
https://092hw73hw82hs77aa76h822a3w7s3hsjs3w251718haha.pages.dev/,True,True,True,False,False,False,False,True,0.0,True
https://pub-02749234c61143a8b02063a3ea10d490.r2.dev/link%20(25).html,False,False,False,False,False,False,False,False,0,True
https://new.express.adobe.com/webpage/JI3RLrq9hf208,False,False,False,False,False,False,False,False,0,True
http://www.chpostven.top/,False,False,False,False,False,False,False,False,0.0,True
https://bt-business-app-3b45d4.webflow.io/,True,True,True,False,False,False,False,True,0,True
http://978652324598773248676.hyperphp.com/,False,False,False,False,False,False,False,False,0,True
https://reply-data-form-case-895i3985.surge.sh/,False,False,False,False,False,False,False,False,0,True
https://bafybeibufn6e63hu3mgntw7ggngqsjdovoiaqaosdks4pot57bkrfe6c4y.ipfs.cf-ipfs.com,False,False,False,False,False,False,False,False,0,True
https://bafybeia2mbwuawa2p2t4enjauvgl34i5zqmdtf35doasf6bqbh4s22qkt4.ipfs.cf-ipfs.com/,False,False,False,False,False,False,False,False,0.0,True
https://jundoc-sunset-a630.trumneannmseretan.workers.dev/52d9e385-cc21-4443-8155-6fa9a711d42c,False,False,False,False,False,False,False,False,0,True
https://lookerstudio.google.com/s/pbQlGM4qy6Q,False,False,False,False,False,False,False,False,0,True
https://www.eldemguvenlik.com/directo/?gclid=EAIaIQobChMItaOatJO1ggMVEiKzAB3KFgEzEAAYASAAEgJb6fD_BwE,False,False,False,False,False,False,False,True,0.0,True
https://jabdjandlkada.vercel.app/,True,True,True,False,False,False,False,True,0.0,True
http://www.xercomedia.net/Webmail/0/Webmail/webmail.php,True,True,True,False,False,False,False,True,0.057692307692307696,True
https://pub-a017bd9f9dc6498183af41770490c482.r2.dev/leave.html#abuse%40ethz.ch,False,False,False,False,False,False,False,False,0,True
https://proximal-impossible-collar.glitch.me/taku3.shtml,True,False,True,False,False,False,False,True,1.0,True
https://ipfs.eth.aragon.network/ipfs/bafybeib673xwvl4qbxsrstghvb4jj3ft3s6w7u2xu7ime5mlyqigju3mmi,False,False,False,False,False,False,False,False,0,True
https://thackery22088.wixsite.com/my-site,True,True,True,False,False,False,False,True,0.0,True
https://pub-aedc6ea957694886b99f8a6d8c04eac4.r2.dev/ve.html?websrc=XNBOh9eDmpjq5wSlIMknfpDsVt9eHmAjq4XvytZxVdTcoWaLfDYP8pa1U4T9s2W34YikP45JXPBUuYtIsIjS0xUkVL2rjVMWKxemzcrZtSeCerOPbwf70r9g4OEkYiusiSlI0j4riK2mPYVJfxh4rrCyKkOT8icrdVhRVf6li1kLe7nx6UkzJI1pr6PfYkrztD5UV4Ccn9GPIeR7KML77gIxFTX9Y5ywZbj36PgPzcQD21FGVg1vbXSObaBiuwmRAus7PVu9wkGRLZBxE7X5iQdAZescXzOcUjlOD0pmYULuyr&dispatch=9&websrc=XNBOh9eDmpjq5wSlIMknfpDsVt9eHmAjq4XvytZxVdTcoWaLfDYP8pa1U4T9s2W34YikP45JXPBUuYtIsIjS0xUkVL2rjVMWKxemzcrZtSeCerOPbwf70r9g4OEkYiusiSlI0j4riK2mPYVJfxh4rrCyKkOT8icrdVhRVf6li1kLe7nx6UkzJI1pr6PfYkrztD5UV4Ccn9GPIeR7KML77gIxFTX9Y5ywZbj36PgPzcQD21FGVg1vbXSObaBiuwmRAus7PVu9wkGRLZBxE7X5iQdAZescXzOcUjlOD0pmYULuyr&dispatch=9&id=304839,False,False,False,False,False,False,False,False,0,True
https://debixusersixgrouplogin.sviluppo.host/debiX-App/debiX-login/,True,True,True,False,False,False,False,True,0.25,True
https://bafkreig7qfsqggzkakxtdspmtgxtbbjz7wqsv44rfhznp6qdsthxhtw6fi.ipfs.nftstorage.link,False,False,False,False,False,False,False,False,0,True
https://02bill-renewal.com/,False,False,False,False,False,False,False,True,0,True
http://whitepinesinn.com,True,True,False,False,False,False,False,True,0.010416666666666666,True
https://docs.google.com/presentation/d/e/2PACX-1vRLI_yRsK27LUOz7Y-6PPVWaRqwiljXpKi2wzc_0rtje-yk3zJQsKEKD53LXMPT-0aRRzGqfHkNPHFc/pub?start=false&amp;loop=false&amp;delayms=3000,False,False,False,False,False,False,False,False,0,True
http://ikedseeed.click/,True,True,True,False,False,False,False,True,0.0,True
https://abre.ai/bonice,False,False,False,False,False,False,False,False,0.0,True
https://bafkreidq2os2rdcyuleb2y4hi2yngidf2gjq5a47kndxfamxmc37ad4tj4.ipfs.nftstorage.link,False,False,False,False,False,False,False,False,0,True
https://bafkreignactel26rktnbaze27oc547oeuk54bqmnpdfrzcyx4enbtjewqi.ipfs.nftstorage.link,False,False,False,False,False,False,False,False,0,True
https://dmarket-web.com/?gclid=google,False,False,False,False,False,False,False,False,0.0,True
https://uspcb.top/,False,False,False,False,False,False,False,False,0,True
https://bafybeihoelvmm6y7scr3b3yuenwu4vrzsildy22klzjanwppbukkl4cybq.ipfs.dweb.link/,False,False,False,False,False,False,False,False,0,True
https://sites.google.com/view/postilmadro,True,True,True,False,False,False,False,True,0.0,True
https://keepo.io/loginpage2/,False,False,False,False,False,False,False,False,0.0,True
https://www.flowcode.com/page/bt.you,False,False,False,False,False,False,False,False,0.0,True
https://facebook.business-contact-8196269606751746.help/.com/,True,False,True,True,False,False,False,True,0,True
https://ipfs.io/ipfs/bafkreiegnbs3w54cng4q5u5nccjluvp6tajrlpkscy53l2bzzo5t2owsry,False,False,False,False,False,False,False,False,0,True
https://exxduswallete.webflow.io,False,False,False,False,False,False,False,False,0.0,True
https://pub-d45ea62bd92f4e5cb111f25a2dc0f36b.r2.dev/index.html,False,False,False,False,False,False,False,False,0,True
https://bafybeibsfi5bwpxqqukgwrn7kfbdktwjlswcvghhnrsldycpura2w3vrd4.ipfs.cf-ipfs.com,False,False,False,False,False,False,False,False,0,True
https://unazim.000webhostapp.com/zimbra.html,True,True,True,False,False,False,False,False,0.0,True
https://02-bill-info.com/,False,False,False,False,False,False,False,True,0,True
https://bafybeibqfrovt7q5w3lbiz64nwxqdfs32m56xoeuaoarkbqn2g65bxaugi.ipfs.cf-ipfs.com/,True,True,True,False,False,False,False,True,0,True
https://ipfs.eth.aragon.network/ipfs/bafybeifrct5q72gx4phbuwpvihgxhgrba35zpxwz6kltus7mcf3zwxl6zu,False,False,False,False,False,False,False,False,0,True
https://ebn.faqserv.com/pay/,True,True,True,False,False,True,False,True,0.0,True
https://bafkreigtnbndk4pfl2nph2rldi4i5qblu7t5252b2cgca745qa6i4ss53m.ipfs.nftstorage.link,False,False,False,False,False,False,False,False,0,True
https://bafybeifzube4aqdup3ql4khbn2y2j4pw272a2wst2uwpxjv4zmetsnc3ze.ipfs.cf-ipfs.com/index1.html,False,False,False,False,False,False,False,False,0,True
https://usishf.co/,False,False,False,False,False,False,False,False,0,True
http://onlinesse-cures.0hi.me/?i=3,False,False,False,False,False,False,False,False,0,True
https://akod3e.weeblysite.com/,False,False,False,False,False,False,False,False,0,True
https://cloudflare-ipfs.com/ipfs/bafkreibg7j333epktct22t3qararukinwqojixf7tg7kfwfoom3fjkfqze,False,False,False,False,False,False,False,False,0,True
https://ron-supp.pages.dev/,False,False,False,False,False,False,False,False,0.0,True
https://reasonablehostiservicesnet.web.app/,False,False,False,False,False,False,False,False,0,True
