website_url,html_dom_path,result
https://kgen.dc5apkmq1w8za.amplifyapp.com/,./raw_htmldom_data/59.html,True
https://www.amasazonjp.top/,./raw_htmldom_data/60.html,True
https://paypay.payid-ne.jp/,./raw_htmldom_data/61.html,True
https://lead-oval-mustard.glitch.me/,./raw_htmldom_data/62.html,True
https://sites.google.com/view/update-currently1031/update,./raw_htmldom_data/63.html,True
https://crupie.com/irsmeimrs.html,./raw_htmldom_data/64.html,True
https://blog.suziganadvocacia.com.br/fhuwhw/app/login.php,./raw_htmldom_data/65.html,True
https://sp187120.sitebeat.crazydomains.com/,./raw_htmldom_data/66.html,True
https://fgrammarly.com.discovertrade.shop/onesystems.com,./raw_htmldom_data/67.html,True
https://urlz.fr/oeH2,./raw_htmldom_data/68.html,True
https://practicalsuccessformula.com//wp-content/themes/kendiest,./raw_htmldom_data/69.html,True
https://s.free.fr/4sFmMZ7U,./raw_htmldom_data/70.html,True
https://www.kwconnect.com/redirect?url=https%3A%2F%2Fs.free.fr%2F4sFmMZ7U#Kxmjibhagoogle,./raw_htmldom_data/71.html,True
https://bt-business-41d9f7.webflow.io/,./raw_htmldom_data/72.html,True
https://new.express.adobe.com/webpage/kW7pKDBRiZA2r,./raw_htmldom_data/73.html,True
https://new.express.adobe.com/webpage/SkuKFJm3etOcx,./raw_htmldom_data/74.html,True
https://ridterapi.se/xlyuo/index.html,./raw_htmldom_data/75.html,True
https://app-suite--frontier129090.square.site/,./raw_htmldom_data/76.html,True
https://my-site-109002-103213.weeblysite.com/,./raw_htmldom_data/77.html,True
https://posta-slovenska.crabdance.com/wp-content/plugins/pp/billing.php,./raw_htmldom_data/78.html,True
https://new.express.adobe.com/webpage/m5DiutIqpgNe0,./raw_htmldom_data/79.html,True
https://h74r5qb90wvfgn1.oyderxxkfs.ru/is7qh/,./raw_htmldom_data/80.html,True
https://h74r5qb90wvfgn1.oyderxxkfs.ru/is7qh/#cGFpZ2UubW9ycmlzQGxlb25hcmRjaGVzaGlyZS5vcmc=,./raw_htmldom_data/81.html,True
https://api-eu.targetx.com/email-interact/redirect?id=MTEwMDAwNTMwIE5vbmUgOTE5MCBUTVNfdGVzdF9yZWNpcGllbnRfaWQ=&amp;link=https://h74r5qb90wvfgn1.oyderxxkfs.ru/is7qh/#cGFpZ2UubW9ycmlzQGxlb25hcmRjaGVzaGlyZS5vcmc=,./raw_htmldom_data/82.html,True
https://new.express.adobe.com/webpage/wYfz4M072cPyD,./raw_htmldom_data/83.html,True
https://bggg2edit.4everland.app/,./raw_htmldom_data/84.html,True
https://tctermofusao.com.br/uhmtbt/app/login.php,./raw_htmldom_data/85.html,True
https://onboardnetwork.center/cart/0814a935a01e49f1b66ed403df7a87a5,./raw_htmldom_data/86.html,True
https://diepost-zoll-ch.com/steps/,./raw_htmldom_data/87.html,True
http://diepost-zoll-ch.com/steps,./raw_htmldom_data/88.html,True
http://banco-caja-ahorro.zya.me/?i=3,./raw_htmldom_data/89.html,True
https://site-641916.webflow.io/,./raw_htmldom_data/90.html,True
https://docs.google.com/forms/d/e/1FAIpQLSf7GX50qluauHVc7HrROFKXT6ZeKEmEUG-HOMoMHj8r6yis7g/viewform,./raw_htmldom_data/91.html,True
https://docs.google.com/presentation/d/e/2PACX-1vTzZmN7jPpcPez2_by60nCzcjUkFe6WcNq6yNVzpOt_9rXNLB1o_mWPluzWmXdnqDyHVqt313HKo6Uc/pub?start=false&amp;loop=false&amp;delayms=3000,./raw_htmldom_data/92.html,True
https://docs.google.com/presentation/d/e/2PACX-1vQECWQayIrf30OdeG4fb3eNt0EsME5lJL-XKRI47dO2VLLv_JHqPG02fwEp1B6MsG0k2KSPlp6kKFd2/pub?start=false&amp;loop=false&amp;delayms=3000,./raw_htmldom_data/93.html,True
https://portalmporcust.webcindario.com,./raw_htmldom_data/94.html,True
https://docs.google.com/presentation/d/e/2PACX-1vRXjuAm-0_rfytVHkLwYBrLf4FBX_qCpDHjMYzveMmerYcBRmwiG3Je_QNOVSSMRiAhk_k6tT-hFP3P/pub?start=false&amp;loop=false&amp;delayms=3000,./raw_htmldom_data/95.html,True
https://aisensations.web.app/,./raw_htmldom_data/96.html,True
https://aisensations.firebaseapp.com/,./raw_htmldom_data/97.html,True
https://evri-update-delivery.web.app/,./raw_htmldom_data/98.html,True
https://evri-update-delivery.firebaseapp.com/,./raw_htmldom_data/99.html,True
https://hbfc-31aba.web.app/,./raw_htmldom_data/100.html,True
https://hbfc-31aba.firebaseapp.com/,./raw_htmldom_data/101.html,True
https://jawslook.web.app/,./raw_htmldom_data/102.html,True
https://jawslook.firebaseapp.com/,./raw_htmldom_data/103.html,True
https://jui8ytr.web.app/,./raw_htmldom_data/104.html,True
https://jui8ytr.firebaseapp.com/,./raw_htmldom_data/105.html,True
https://noty-page-business.web.app/,./raw_htmldom_data/106.html,True
https://noty-page-business.firebaseapp.com/,./raw_htmldom_data/107.html,True
https://reasonablehostiservicesnet.web.app/,./raw_htmldom_data/108.html,True
https://reasonablehostiservicesnet.firebaseapp.com/,./raw_htmldom_data/109.html,True
https://sjkcjh7keia.web.app/,./raw_htmldom_data/110.html,True
https://sjkcjh7keia.firebaseapp.com/,./raw_htmldom_data/111.html,True
https://support-user-annouce-96ef3.web.app/,./raw_htmldom_data/112.html,True
https://support-user-annouce-96ef3.firebaseapp.com/,./raw_htmldom_data/113.html,True
https://technews-24.web.app/,./raw_htmldom_data/114.html,True
https://technews-24.firebaseapp.com/,./raw_htmldom_data/115.html,True
https://texte-proje.web.app/,./raw_htmldom_data/116.html,True
https://texte-proje.firebaseapp.com/,./raw_htmldom_data/117.html,True
https://tronmult.web.app/,./raw_htmldom_data/118.html,True
https://tronmult.firebaseapp.com/,./raw_htmldom_data/119.html,True
https://virtualbancodebogota.web.app/,./raw_htmldom_data/120.html,True
https://virtualbancodebogota.firebaseapp.com/,./raw_htmldom_data/121.html,True
https://yfruijtyu.firebaseapp.com/password.html,./raw_htmldom_data/122.html,True
https://yfruijtyu.firebaseapp.com/,./raw_htmldom_data/123.html,True
https://portalmporcust.webcindario.com/,./raw_htmldom_data/124.html,True
https://docs.google.com/presentation/d/e/2PACX-1vTjPKsAseMvDbWH6EKeH44ZXVPqVyDTMpYKE9gPHusjbI8GCVpAFU8xFk1RW0sQpF16x7COGPX5rjk_/pub?start=false&amp;loop=false&amp;delayms=3000,./raw_htmldom_data/125.html,True
https://sites.google.com/view/el-salvador/inicio,./raw_htmldom_data/126.html,True
https://meghacraigslistadpostingservice.com/var,./raw_htmldom_data/127.html,True
https://sudireccion94.webcindario.com//,./raw_htmldom_data/128.html,True
https://docs.google.com/presentation/d/e/2PACX-1vQDh-Wl13PwFJj3bBbMmg2Fwuw9GiokWixXqnc_jUX0eYYTkdNLudfEgTZy9POZtQKiHtFMfIlN_WAh/pub?start=false&amp;loop=false&amp;delayms=3000,./raw_htmldom_data/129.html,True
https://www.cloudflare-ipfs.com/ipfs/bafybeiblg3ffocpgi3fmc4eticgxo5tjokrqnq3qjkfnnr54h5kvcb37sy/,./raw_htmldom_data/130.html,True
https://yfruijtyu.web.app/,./raw_htmldom_data/131.html,True
https://sudireccion94.webcindario.com/,./raw_htmldom_data/132.html,True
https://42php.duckdns.org/highstar/fury.php,./raw_htmldom_data/133.html,True
https://ipfs.io/ipfs/QmVRMYMH4R6WXjcqpgXsUmCq9c363Q58J5NUnvdzodet2p/#example@phishtank.com,./raw_htmldom_data/134.html,True
https://bafybeihmwp45earyqmevp3kfmgi4dcc5qr4y33g76cvmnoe5tlgvw46pnm.ipfs.infura-ipfs.io,./raw_htmldom_data/135.html,True
https://bafybeihmwp45earyqmevp3kfmgi4dcc5qr4y33g76cvmnoe5tlgvw46pnm.ipfs.nftstorage.link,./raw_htmldom_data/136.html,True
https://ipfs.eth.aragon.network/ipfs/bafybeihmwp45earyqmevp3kfmgi4dcc5qr4y33g76cvmnoe5tlgvw46pnm,./raw_htmldom_data/137.html,True
https://cloudflare-ipfs.com/ipfs/bafybeihmwp45earyqmevp3kfmgi4dcc5qr4y33g76cvmnoe5tlgvw46pnm,./raw_htmldom_data/138.html,True
https://nftstorage.link/ipfs/Qmb8t7nioiPei6FgjbHzcqyHKPBrKr17PYA8n8b8fpoNbQ,./raw_htmldom_data/139.html,True
https://cf-ipfs.com/ipfs/Qmb8t7nioiPei6FgjbHzcqyHKPBrKr17PYA8n8b8fpoNbQ,./raw_htmldom_data/140.html,True
https://bafybeif6eqpqjvxjdv2gp43zuir2zukpkvz5gjknb755g5sdxuupondil4.ipfs.cf-ipfs.com/,./raw_htmldom_data/141.html,True
https://infura-ipfs.io/ipfs/Qmb8t7nioiPei6FgjbHzcqyHKPBrKr17PYA8n8b8fpoNbQ,./raw_htmldom_data/142.html,True
https://bafybeihmwp45earyqmevp3kfmgi4dcc5qr4y33g76cvmnoe5tlgvw46pnm.ipfs.dweb.link/,./raw_htmldom_data/143.html,True
https://nftstorage.link/ipfs/QmeGe6dAM9hgjGEqRfGVqja226D27b24eGTbdj3VWRRwsY,./raw_htmldom_data/144.html,True
https://bafybeihmwp45earyqmevp3kfmgi4dcc5qr4y33g76cvmnoe5tlgvw46pnm.ipfs.cf-ipfs.com/,./raw_htmldom_data/145.html,True
https://cf-ipfs.com/ipfs/QmeGe6dAM9hgjGEqRfGVqja226D27b24eGTbdj3VWRRwsY,./raw_htmldom_data/146.html,True
https://infura-ipfs.io/ipfs/QmeGe6dAM9hgjGEqRfGVqja226D27b24eGTbdj3VWRRwsY,./raw_htmldom_data/147.html,True
https://ipfs.io/ipfs/QmeGe6dAM9hgjGEqRfGVqja226D27b24eGTbdj3VWRRwsY,./raw_htmldom_data/148.html,True
https://nftstorage.link/ipfs/QmWMWcgvLNmpDSx7Fk5LeG444mLPPC4aiUEQMQPesjUMDA,./raw_htmldom_data/149.html,True
https://gateway.ipfs.io/ipfs/bafybeihmwp45earyqmevp3kfmgi4dcc5qr4y33g76cvmnoe5tlgvw46pnm,./raw_htmldom_data/150.html,True
https://bafybeihmwp45earyqmevp3kfmgi4dcc5qr4y33g76cvmnoe5tlgvw46pnm.ipfs.cf-ipfs.com,./raw_htmldom_data/151.html,True
https://ipfs.io/ipfs/bafybeihmwp45earyqmevp3kfmgi4dcc5qr4y33g76cvmnoe5tlgvw46pnm,./raw_htmldom_data/152.html,True
https://ipfs.io/ipfs/Qmb8t7nioiPei6FgjbHzcqyHKPBrKr17PYA8n8b8fpoNbQ,./raw_htmldom_data/153.html,True
https://bafybeif6eqpqjvxjdv2gp43zuir2zukpkvz5gjknb755g5sdxuupondil4.ipfs.infura-ipfs.io,./raw_htmldom_data/154.html,True
https://bafybeif6eqpqjvxjdv2gp43zuir2zukpkvz5gjknb755g5sdxuupondil4.ipfs.nftstorage.link,./raw_htmldom_data/155.html,True
https://bafybeidxcxwmwqhnccm2u4bknnjoi3wzbrat6dhoke4c7wd3o7aegskk5e.ipfs.cf-ipfs.com/,./raw_htmldom_data/156.html,True
https://cf-ipfs.com/ipfs/QmWMWcgvLNmpDSx7Fk5LeG444mLPPC4aiUEQMQPesjUMDA,./raw_htmldom_data/157.html,True
https://ipfs.eth.aragon.network/ipfs/bafybeif6eqpqjvxjdv2gp43zuir2zukpkvz5gjknb755g5sdxuupondil4,./raw_htmldom_data/158.html,True
https://bafybeidxcxwmwqhnccm2u4bknnjoi3wzbrat6dhoke4c7wd3o7aegskk5e.ipfs.cf-ipfs.com,./raw_htmldom_data/159.html,True
https://bafybeif6eqpqjvxjdv2gp43zuir2zukpkvz5gjknb755g5sdxuupondil4.ipfs.dweb.link/,./raw_htmldom_data/160.html,True
https://cloudflare-ipfs.com/ipfs/bafybeif6eqpqjvxjdv2gp43zuir2zukpkvz5gjknb755g5sdxuupondil4,./raw_htmldom_data/161.html,True
https://infura-ipfs.io/ipfs/QmWMWcgvLNmpDSx7Fk5LeG444mLPPC4aiUEQMQPesjUMDA,./raw_htmldom_data/162.html,True
https://gateway.ipfs.io/ipfs/bafybeif6eqpqjvxjdv2gp43zuir2zukpkvz5gjknb755g5sdxuupondil4,./raw_htmldom_data/163.html,True
https://ipfs.io/ipfs/bafybeif6eqpqjvxjdv2gp43zuir2zukpkvz5gjknb755g5sdxuupondil4,./raw_htmldom_data/164.html,True
https://bafybeif6eqpqjvxjdv2gp43zuir2zukpkvz5gjknb755g5sdxuupondil4.ipfs.cf-ipfs.com,./raw_htmldom_data/165.html,True
https://ipfs.io/ipfs/QmWMWcgvLNmpDSx7Fk5LeG444mLPPC4aiUEQMQPesjUMDA,./raw_htmldom_data/166.html,True
https://nftstorage.link/ipfs/QmeroyDtNcjFBiJF6exWmTzPXLEN7RherhN7uKYvXVi9dM,./raw_htmldom_data/167.html,True
https://bafybeidxcxwmwqhnccm2u4bknnjoi3wzbrat6dhoke4c7wd3o7aegskk5e.ipfs.infura-ipfs.io,./raw_htmldom_data/168.html,True
https://ipfs.eth.aragon.network/ipfs/bafybeidxcxwmwqhnccm2u4bknnjoi3wzbrat6dhoke4c7wd3o7aegskk5e,./raw_htmldom_data/169.html,True
https://bafybeidxcxwmwqhnccm2u4bknnjoi3wzbrat6dhoke4c7wd3o7aegskk5e.ipfs.nftstorage.link,./raw_htmldom_data/170.html,True
https://bafybeidxcxwmwqhnccm2u4bknnjoi3wzbrat6dhoke4c7wd3o7aegskk5e.ipfs.dweb.link/,./raw_htmldom_data/171.html,True
https://cloudflare-ipfs.com/ipfs/bafybeidxcxwmwqhnccm2u4bknnjoi3wzbrat6dhoke4c7wd3o7aegskk5e,./raw_htmldom_data/172.html,True
https://bafybeihvotrnrhmtgmhpoicgvlkycl6m7rtcjbzhu7u4aqxatxb76hpdaq.ipfs.cf-ipfs.com/,./raw_htmldom_data/173.html,True
https://cf-ipfs.com/ipfs/QmeroyDtNcjFBiJF6exWmTzPXLEN7RherhN7uKYvXVi9dM,./raw_htmldom_data/174.html,True
https://infura-ipfs.io/ipfs/QmeroyDtNcjFBiJF6exWmTzPXLEN7RherhN7uKYvXVi9dM,./raw_htmldom_data/175.html,True
https://gateway.ipfs.io/ipfs/bafybeidxcxwmwqhnccm2u4bknnjoi3wzbrat6dhoke4c7wd3o7aegskk5e,./raw_htmldom_data/176.html,True
https://ipfs.io/ipfs/bafybeidxcxwmwqhnccm2u4bknnjoi3wzbrat6dhoke4c7wd3o7aegskk5e,./raw_htmldom_data/177.html,True
https://nftstorage.link/ipfs/QmUKDvGU744aTfW3fbmZhHcjLBCLcgpmva81cJs6ZPnNKM,./raw_htmldom_data/178.html,True
https://ipfs.io/ipfs/QmeroyDtNcjFBiJF6exWmTzPXLEN7RherhN7uKYvXVi9dM,./raw_htmldom_data/179.html,True
https://bafybeihvotrnrhmtgmhpoicgvlkycl6m7rtcjbzhu7u4aqxatxb76hpdaq.ipfs.infura-ipfs.io,./raw_htmldom_data/180.html,True
https://bafybeihvotrnrhmtgmhpoicgvlkycl6m7rtcjbzhu7u4aqxatxb76hpdaq.ipfs.nftstorage.link,./raw_htmldom_data/181.html,True
https://ipfs.eth.aragon.network/ipfs/bafybeihvotrnrhmtgmhpoicgvlkycl6m7rtcjbzhu7u4aqxatxb76hpdaq,./raw_htmldom_data/182.html,True
https://bafybeihvotrnrhmtgmhpoicgvlkycl6m7rtcjbzhu7u4aqxatxb76hpdaq.ipfs.dweb.link/,./raw_htmldom_data/183.html,True
https://bafybeicyzcbj5kdoby2foqoxgpkhsioyo3a6w5hplllou6om4gzgwcgxyq.ipfs.cf-ipfs.com/,./raw_htmldom_data/184.html,True
https://cf-ipfs.com/ipfs/QmUKDvGU744aTfW3fbmZhHcjLBCLcgpmva81cJs6ZPnNKM,./raw_htmldom_data/185.html,True
https://infura-ipfs.io/ipfs/QmUKDvGU744aTfW3fbmZhHcjLBCLcgpmva81cJs6ZPnNKM,./raw_htmldom_data/186.html,True
http://abilityfordisabilityfund.com,./raw_htmldom_data/187.html,True
https://cloudflare-ipfs.com/ipfs/bafybeihvotrnrhmtgmhpoicgvlkycl6m7rtcjbzhu7u4aqxatxb76hpdaq,./raw_htmldom_data/188.html,True
https://bafybeihvotrnrhmtgmhpoicgvlkycl6m7rtcjbzhu7u4aqxatxb76hpdaq.ipfs.cf-ipfs.com,./raw_htmldom_data/189.html,True
https://gateway.ipfs.io/ipfs/bafybeihvotrnrhmtgmhpoicgvlkycl6m7rtcjbzhu7u4aqxatxb76hpdaq,./raw_htmldom_data/190.html,True
https://ipfs.io/ipfs/bafybeihvotrnrhmtgmhpoicgvlkycl6m7rtcjbzhu7u4aqxatxb76hpdaq,./raw_htmldom_data/191.html,True
https://nftstorage.link/ipfs/QmS69vKg5CGa4QJfwYD6cSNcgqfaDW1NwQUAK21fFFBefG,./raw_htmldom_data/192.html,True
https://ipfs.eth.aragon.network/ipfs/bafybeicyzcbj5kdoby2foqoxgpkhsioyo3a6w5hplllou6om4gzgwcgxyq,./raw_htmldom_data/193.html,True
https://ipfs.io/ipfs/QmUKDvGU744aTfW3fbmZhHcjLBCLcgpmva81cJs6ZPnNKM,./raw_htmldom_data/194.html,True
https://bafybeicyzcbj5kdoby2foqoxgpkhsioyo3a6w5hplllou6om4gzgwcgxyq.ipfs.infura-ipfs.io,./raw_htmldom_data/195.html,True
https://bafybeicyzcbj5kdoby2foqoxgpkhsioyo3a6w5hplllou6om4gzgwcgxyq.ipfs.nftstorage.link,./raw_htmldom_data/196.html,True
https://bafybeibxxaigvedrm2zlr7eijc3cikqy2mfksmszhvgu26neobw7wg3ir4.ipfs.cf-ipfs.com/,./raw_htmldom_data/197.html,True
https://cf-ipfs.com/ipfs/QmS69vKg5CGa4QJfwYD6cSNcgqfaDW1NwQUAK21fFFBefG,./raw_htmldom_data/198.html,True
https://infura-ipfs.io/ipfs/QmS69vKg5CGa4QJfwYD6cSNcgqfaDW1NwQUAK21fFFBefG,./raw_htmldom_data/199.html,True
https://bafybeicyzcbj5kdoby2foqoxgpkhsioyo3a6w5hplllou6om4gzgwcgxyq.ipfs.dweb.link/,./raw_htmldom_data/200.html,True
https://cloudflare-ipfs.com/ipfs/bafybeicyzcbj5kdoby2foqoxgpkhsioyo3a6w5hplllou6om4gzgwcgxyq,./raw_htmldom_data/201.html,True
https://gateway.ipfs.io/ipfs/bafybeicyzcbj5kdoby2foqoxgpkhsioyo3a6w5hplllou6om4gzgwcgxyq,./raw_htmldom_data/202.html,True
https://bafybeicyzcbj5kdoby2foqoxgpkhsioyo3a6w5hplllou6om4gzgwcgxyq.ipfs.cf-ipfs.com,./raw_htmldom_data/203.html,True
https://ipfs.io/ipfs/bafybeicyzcbj5kdoby2foqoxgpkhsioyo3a6w5hplllou6om4gzgwcgxyq,./raw_htmldom_data/204.html,True
https://nftstorage.link/ipfs/QmNdspQyx9YXMjuLhNjNUHVQNxys6sxp3EUNvQndHENVS4,./raw_htmldom_data/205.html,True
https://ipfs.io/ipfs/QmS69vKg5CGa4QJfwYD6cSNcgqfaDW1NwQUAK21fFFBefG,./raw_htmldom_data/206.html,True
https://bafybeibxxaigvedrm2zlr7eijc3cikqy2mfksmszhvgu26neobw7wg3ir4.ipfs.infura-ipfs.io,./raw_htmldom_data/207.html,True
https://cloudflare-ipfs.com/ipfs/bafybeibxxaigvedrm2zlr7eijc3cikqy2mfksmszhvgu26neobw7wg3ir4,./raw_htmldom_data/208.html,True
https://bafybeibxxaigvedrm2zlr7eijc3cikqy2mfksmszhvgu26neobw7wg3ir4.ipfs.nftstorage.link,./raw_htmldom_data/209.html,True
https://infura-ipfs.io/ipfs/QmNdspQyx9YXMjuLhNjNUHVQNxys6sxp3EUNvQndHENVS4,./raw_htmldom_data/210.html,True
https://bafybeiaengzci23ukhzy7tz6vaj5sdbv3yc2yvvmmd74wdxqzb7tptjngu.ipfs.cf-ipfs.com/,./raw_htmldom_data/211.html,True
https://cf-ipfs.com/ipfs/QmNdspQyx9YXMjuLhNjNUHVQNxys6sxp3EUNvQndHENVS4,./raw_htmldom_data/212.html,True
https://ipfs.eth.aragon.network/ipfs/bafybeibxxaigvedrm2zlr7eijc3cikqy2mfksmszhvgu26neobw7wg3ir4,./raw_htmldom_data/213.html,True
https://bafybeibxxaigvedrm2zlr7eijc3cikqy2mfksmszhvgu26neobw7wg3ir4.ipfs.dweb.link/,./raw_htmldom_data/214.html,True
https://bafybeibxxaigvedrm2zlr7eijc3cikqy2mfksmszhvgu26neobw7wg3ir4.ipfs.cf-ipfs.com,./raw_htmldom_data/215.html,True
https://gateway.ipfs.io/ipfs/bafybeibxxaigvedrm2zlr7eijc3cikqy2mfksmszhvgu26neobw7wg3ir4,./raw_htmldom_data/216.html,True
https://docs.google.com/presentation/d/e/2PACX-1vT_Had5jJchG88pQxQRIMkH33fhvUrm5DvESuo0tnfRDw6J1htoqN5EWYqDPUwNZiyR-sSLSMj5-9eN/pub?start=false&amp;loop=false&amp;delayms=3000,./raw_htmldom_data/217.html,True
https://ipfs.io/ipfs/bafybeibxxaigvedrm2zlr7eijc3cikqy2mfksmszhvgu26neobw7wg3ir4,./raw_htmldom_data/218.html,True
https://ipfs.io/ipfs/QmNdspQyx9YXMjuLhNjNUHVQNxys6sxp3EUNvQndHENVS4,./raw_htmldom_data/219.html,True
https://ipfs.eth.aragon.network/ipfs/bafybeiaengzci23ukhzy7tz6vaj5sdbv3yc2yvvmmd74wdxqzb7tptjngu,./raw_htmldom_data/220.html,True
https://bafybeiaengzci23ukhzy7tz6vaj5sdbv3yc2yvvmmd74wdxqzb7tptjngu.ipfs.nftstorage.link,./raw_htmldom_data/221.html,True
http://syr-whistler.com,./raw_htmldom_data/222.html,True
https://bafybeiaengzci23ukhzy7tz6vaj5sdbv3yc2yvvmmd74wdxqzb7tptjngu.ipfs.infura-ipfs.io,./raw_htmldom_data/223.html,True
https://bafybeiaengzci23ukhzy7tz6vaj5sdbv3yc2yvvmmd74wdxqzb7tptjngu.ipfs.dweb.link/,./raw_htmldom_data/224.html,True
https://cloudflare-ipfs.com/ipfs/bafybeiaengzci23ukhzy7tz6vaj5sdbv3yc2yvvmmd74wdxqzb7tptjngu,./raw_htmldom_data/225.html,True
https://gateway.ipfs.io/ipfs/bafybeiaengzci23ukhzy7tz6vaj5sdbv3yc2yvvmmd74wdxqzb7tptjngu,./raw_htmldom_data/226.html,True
https://bafybeiaengzci23ukhzy7tz6vaj5sdbv3yc2yvvmmd74wdxqzb7tptjngu.ipfs.cf-ipfs.com,./raw_htmldom_data/227.html,True
